county_norm,precinct_norm,canonical_label,years_present,first_year,last_year,has_2024,prctseq_2024
HAWKINS,6 MOORESBURG,6 Mooresburg,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0011
HAWKINS,7 BULLS GAP,7 Bulls Gap,2004;2018;2020;2022;2024,2004,2024,1,0003
HAWKINS,7 BULLS GAP INSIDE,7 Bulls Gap Inside,2006;2008;2010;2012;2014;2016,2006,2016,0,
HAWKINS,7 BULLS GAP OUTSIDE,7 Bulls Gap Outside,2006;2008;2010;2012;2014;2016,2006,2016,0,
HAWKINS,7 CHEROKEE,7 Cherokee,2004;2006;2018;2020;2022;2024,2004,2024,1,0005
HAWKINS,7 ST CLAIR,7 St. Clair,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0015
HAWKINS,7 STRAHL CHEROKEE,7 Strahl/Cherokee,2008;2010;2012;2014;2016,2008,2016,0,
HAWKINS,ABSENTEE,ABSENTEE,2004,2004,2004,0,
HAWKINS,EARLY,EARLY,2004,2004,2004,0,
HAYWOOD,01 CITY HALL,01 City Hall,2004,2004,2004,0,
HAYWOOD,02 PARKS RECREAT,02 Parks & Recreat,2004,2004,2004,0,
HAYWOOD,03 COURTHOUSE,03 Courthouse,2004,2004,2004,0,
HAYWOOD,03 EAST SIDE SCHOOL,03 East Side School,2004,2004,2004,0,
HAYWOOD,04 COLLEGE HILL THEA,04 College Hill Thea,2004,2004,2004,0,
HAYWOOD,05 BELLE EAGLE,05 Belle Eagle,2004,2004,2004,0,
HAYWOOD,05 FORKED DEER,05 Forked Deer,2004,2004,2004,0,
HAYWOOD,05 NUTBUSH,05 Nutbush,2004,2004,2004,0,
HAYWOOD,05 TIBBS,05 Tibbs,2004,2004,2004,0,
HAYWOOD,06 CITY FIRE DEPT,06 City Fire Dept,2004,2004,2004,0,
HAYWOOD,06 HOLLY GROVE,06 Holly Grove,2004,2004,2004,0,
HAYWOOD,07 SUNNY HILL SCHOOL,07 Sunny Hill School,2004,2004,2004,0,
HAYWOOD,07 UNION,07 Union,2004,2004,2004,0,
HAYWOOD,08 DOUGLAS,08 Douglas,2004,2004,2004,0,
HAYWOOD,08 KOKO,08 Koko,2004,2004,2004,0,
HAYWOOD,08 STANTON HEAD STRT,08 Stanton Head Strt,2004,2004,2004,0,
HAYWOOD,09 COLLEGE HILL CAFE,09 College Hill Cafe,2004,2004,2004,0,
HAYWOOD,09 STANTON CITY HALL,09 Stanton City Hall,2004,2004,2004,0,
HAYWOOD,09 WEST HAYWOOD CC,09 West Haywood CC,2004,2004,2004,0,
HAYWOOD,1 1,1-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0001
HAYWOOD,10 1,10-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0011
HAYWOOD,10 HAYWOOD JUNIOR HI,10 Haywood Junior Hi,2004,2004,2004,0,
HAYWOOD,10 ST PETERS CHURCH,10 St. Peters Church,2004,2004,2004,0,
HAYWOOD,2 1,2-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0002
HAYWOOD,3 1,3-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0003
HAYWOOD,4 1,4-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0004
HAYWOOD,44562,44562,2022,2022,2022,0,
HAYWOOD,44593,44593,2022,2022,2022,0,
HAYWOOD,44621,44621,2022,2022,2022,0,
HAYWOOD,44652,44652,2022,2022,2022,0,
HAYWOOD,44682,44682,2022,2022,2022,0,
HAYWOOD,44713,44713,2022,2022,2022,0,
HAYWOOD,44743,44743,2022,2022,2022,0,
HAYWOOD,44774,44774,2022,2022,2022,0,
HAYWOOD,44805,44805,2022,2022,2022,0,
HAYWOOD,44806,44806,2022,2022,2022,0,
HAYWOOD,44835,44835,2022,2022,2022,0,
HAYWOOD,5 1,5-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0005
HAYWOOD,6 1,6-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0006
HAYWOOD,7 1,7-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0007
HAYWOOD,8 1,8-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0008
HAYWOOD,9 1,9-1,2012;2014;2016;2018;2020;2024,2012,2024,1,0009
HAYWOOD,9 2,9-2,2012;2014;2016;2018;2020;2024,2012,2024,1,0010
HAYWOOD,ABSENTEE,ABSENTEE,2004,2004,2004,0,
HAYWOOD,ARMORY,Armory,2010,2010,2010,0,
HAYWOOD,CITY FIRE DEPT,City Fire Dept,2006;2008,2006,2008,0,
HAYWOOD,CITY HALL,City Hall,2006;2008;2010,2006,2010,0,
HAYWOOD,COLLEGE HILL CAF,College Hill Café,2006,2006,2006,0,
HAYWOOD,COLLEGE HILL CAFETER,College Hill Cafeter,2008;2010,2008,2010,0,
HAYWOOD,COLLEGE HILL THEA,College Hill Thea,2006,2006,2006,0,
HAYWOOD,COLLEGE HILL THEATRE,College Hill Theatre,2008,2008,2008,0,
HAYWOOD,COURTHOUSE,Courthouse,2006;2008;2010,2006,2010,0,
HAYWOOD,DOUGLAS,Douglas,2006;2008;2010,2006,2010,0,
HAYWOOD,EARLY,EARLY,2004,2004,2004,0,
HAYWOOD,FIRE STATION 3,Fire Station #3,2010,2010,2010,0,
HAYWOOD,FORKED DEER,Forked Deer,2006;2008;2010,2006,2010,0,
HAYWOOD,HAYWOOD JUNIOR HI,Haywood Junior Hi,2006,2006,2006,0,
HAYWOOD,HAYWOOD JUNIOR HIGH,Haywood Junior High,2008;2010,2008,2010,0,
HAYWOOD,HOLLY GROVE,Holly Grove,2006;2008;2010,2006,2010,0,
HAYWOOD,KOKO,Koko,2006;2008;2010,2006,2010,0,
HAYWOOD,PARKS RECREAT,Parks & Recreat,2006,2006,2006,0,
HAYWOOD,PARKS RECREATION,Parks & Recreation,2008;2010,2008,2010,0,
HAYWOOD,STANTON CITY HALL,Stanton City Hall,2006;2008;2010,2006,2010,0,
HAYWOOD,SUNNY HILL SCHOOL,Sunny Hill School,2006;2008;2010,2006,2010,0,
HAYWOOD,TIBBS,Tibbs,2006;2008;2010,2006,2010,0,
HAYWOOD,UNION,Union,2006;2008;2010,2006,2010,0,
HENDERSON,01 BARGERTON,01 Bargerton,2004,2004,2004,0,
HENDERSON,02 BEAVER,02 Beaver,2004,2004,2004,0,
HENDERSON,03 FIRE STATION 4,03 Fire Station #4,2004,2004,2004,0,
HENDERSON,04 CHRISTIAN CHAPEL,04 Christian Chapel,2004,2004,2004,0,
HENDERSON,05 TN TECH CENTER,05 TN Tech Center,2004,2004,2004,0,
HENDERSON,06 CIVIC CENTER,06 Civic Center,2004,2004,2004,0,
HENDERSON,07 DARDEN,07 Darden,2004,2004,2004,0,
HENDERSON,08 HIGH SCHOOL,08 High School,2004,2004,2004,0,
HENDERSON,09 MIDDLEBURG,09 Middleburg,2004,2004,2004,0,
HENDERSON,1 1 BARGERTON,1-1 Bargerton,2006;2008;2010;2012;2014;2016;2018;2020;2022,2006,2022,0,
HENDERSON,1 2 BEAVER,1-2 Beaver,2006;2008;2010;2012;2014;2016;2018;2020;2022,2006,2022,0,
HENDERSON,1 BARGERTON,1-Bargerton,2024,2024,2024,1,0001
HENDERSON,10 FIRE STATION 10,10 Fire Station #10,2004;2024,2004,2024,1,0007
HENDERSON,11 REAGAN,11 Reagan,2004;2024,2004,2024,1,0008
HENDERSON,12 SARDIS,12 Sardis,2004;2024,2004,2024,1,0009
HENDERSON,13 SCOTTS HILL,13 Scotts Hill,2004;2024,2004,2024,1,0010
HENDERSON,14 SOUTH HAVEN,14 South Haven,2004;2024,2004,2024,1,0011
HENDERSON,15 WESTOVER,15 Westover,2004;2024,2004,2024,1,0012
HENDERSON,2 1 WESTOVER,2-1 Westover,2006,2006,2006,0,
HENDERSON,2 14 SOUTH HAVEN,2-14 South Haven,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
HENDERSON,2 15 WESTOVER,2-15 Westover,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
HENDERSON,2 2 SOUTH HAVEN,2-2 South Haven,2006,2006,2006,0,
HENDERSON,2 PARKERS CROSSROADS,2 Parkers Crossroads,2024,2024,2024,1,0002
HENDERSON,3 1 CHRISTIAN CHAPEL,3-1 Christian Chapel,2006,2006,2006,0,
HENDERSON,3 10 FIRE STA 10,3-10 Fire Sta #10,2008;2010;2012;2014;2016;2018,2008,2018,0,
HENDERSON,3 10 FIRE STATION 10,3-10 Fire Station #10,2020;2022,2020,2022,0,
HENDERSON,3 2 FIRE STATION 10,3-2 Fire Station #10,2006,2006,2006,0,
HENDERSON,3 3 DARDEN,3-3 Darden,2006,2006,2006,0,
HENDERSON,3 3 FIRE STATION 4,3-3 Fire Station #4,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
HENDERSON,3 4 CHRISTIAN CHAPEL,3-4 Christian Chapel,2008;2010;2012;2014;2016;2018,2008,2018,0,
HENDERSON,3 4 PIN OAK FS 4,3-4 Pin Oak FS #4,2006,2006,2006,0,
HENDERSON,3 7 DARDEN,3-7 Darden,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
HENDERSON,3 CHESTERFIELD,3 Chesterfield,2024,2024,2024,1,0003
HENDERSON,4 1 CIVIC CENTER,4-1 Civic Center,2006,2006,2006,0,
HENDERSON,4 6 CIVIC CENTER,4-6 Civic Center,2008;2010;2012;2014;2016;2018,2008,2018,0,
HENDERSON,4 6 NATCHEZ TRACE,4-6 Natchez Trace,2020;2022,2020,2022,0,
HENDERSON,5 1 TN TECH CENTER,5-1 TN Tech Center,2006,2006,2006,0,
HENDERSON,5 5 TN TECH CENTER,5-5 TN Tech Center,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
HENDERSON,5 TN TECH CENTER,5 TN Tech Center,2024,2024,2024,1,0004
HENDERSON,6 1 HIGH SCHOOL,6-1 High School,2006,2006,2006,0,
HENDERSON,6 8 BROAD STREET,6-8 Broad Street,2016;2018;2020;2022,2016,2022,0,
HENDERSON,6 8 HIGH SCHOOL,6-8 High School,2008;2010;2012;2014,2008,2014,0,
HENDERSON,6 NATCHEZ TRACE,6 Natchez Trace,2024,2024,2024,1,0005
HENDERSON,7 1 MIDDLEBURG,7-1 Middleburg,2006,2006,2006,0,
HENDERSON,7 11 REAGAN,7-11 Reagan,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
HENDERSON,7 12 SARDIS,7-12 Sardis,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
HENDERSON,7 13 SCOTTS HILL,7-13 Scotts Hill,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
HENDERSON,7 2 REAGAN,7-2 Reagan,2006,2006,2006,0,
HENDERSON,7 3 SCOTTS HILL,7-3 Scotts Hill,2006,2006,2006,0,
HENDERSON,7 4 SARDIS,7-4 Sardis,2006,2006,2006,0,
HENDERSON,7 9 MIDDLEBURG,7-9 Middleburg,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
HENDERSON,8 BROAD STREET,8 Broad Street,2024,2024,2024,1,0006
HENDERSON,ZABSENTEE,zABSENTEE,2004,2004,2004,0,
HENDERSON,ZEARLY,zEARLY,2004,2004,2004,0,
HENRY,1 1,1-1,2024,2024,2024,1,0001
HENRY,1 1 PURYEAR,1-1 Puryear,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022,2004,2022,0,
HENRY,1 2,1-2,2024,2024,2024,1,0002
HENRY,1 2 COTTAGE GROVE,1-2 Cottage Grove,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022,2004,2022,0,
HENRY,1 3 BUCHANAN,1-3 Buchanan,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
HENRY,2 1,2-1,2024,2024,2024,1,0003
HENRY,2 1 HENRY,2-1 Henry,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022,2004,2022,0,
HENRY,2 2,2-2,2024,2024,2024,1,0004
HENRY,2 2 MANSFIELD,2-2 Mansfield,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
HENRY,2 2 NEW HARMONY,2-2 New Harmony,2022,2022,2022,0,
HENRY,2 3 OAKLAND,2-3 Oakland,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
HENRY,3 1,3-1,2024,2024,2024,1,0005
HENRY,3 1 PARIS LANDING,3-1 Paris Landing,2022,2022,2022,0,
HENRY,3 1 RUSSWOOD,3-1 Russwood,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
HENRY,3 2,3-2,2024,2024,2024,1,0006
HENRY,3 2 LAKEWOOD,3-2 Lakewood,2004;2022,2004,2022,0,
HENRY,3 2 SPRINGVILLE,3-2 Springville,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
HENRY,3 3 JONES CHAPEL,3-3 Jones Chapel,2016;2018;2020,2016,2020,0,
HENRY,3 3 LAKEWOOD,3-3 Lakewood,2006;2008;2010;2012;2014,2006,2014,0,
HENRY,3 3 SPRINGVILLE,3-3 Springville,2004,2004,2004,0,
HENRY,4 1,4-1,2024,2024,2024,1,0007
HENRY,4 1 CITY HALL,4-1 City Hall,2004,2004,2004,0,
HENRY,4 1 GROVE,4-1 Grove,2006;2008;2010;2012;2014;2016;2018;2020;2022,2006,2022,0,
HENRY,4 2 CENTRAL,4-2 Central,2022,2022,2022,0,
HENRY,4 2 CITY HALL,4-2 City Hall,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
HENRY,4 2 GROVE,4-2 Grove,2004,2004,2004,0,
HENRY,5 1,5-1,2024,2024,2024,1,0008
HENRY,5 1 HENRY CO HIGH,5-1 Henry Co High,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022,2004,2022,0,
HENRY,5 2 TN TECH CENTER,5-2 TN Tech Center,2006;2008;2010;2012;2014;2016;2018;2020;2022,2006,2022,0,
HENRY,5 2 VOCATIONAL SCH,5-2 Vocational Sch,2004,2004,2004,0,
HENRY,ABSENTEE,ABSENTEE,2004,2004,2004,0,
HENRY,EARLY,EARLY,2004,2004,2004,0,
HENRY,EARLY VOTING WRITE INS,Early Voting - Write-Ins,2016,2016,2016,0,
HICKMAN,01 1 ONLY,01-1 Only,2004,2004,2004,0,
HICKMAN,01 2 NUNNELLY,01-2 Nunnelly,2004,2004,2004,0,
HICKMAN,01 3 PINEWOOD,01-3 Pinewood,2004,2004,2004,0,
HICKMAN,02 1 PINEWOOD,02-1 Pinewood,2004,2004,2004,0,
HICKMAN,02 2 FAIRFIELD,02-2 Fairfield,2004,2004,2004,0,
HICKMAN,02 3 EAST BANK,02-3 East Bank,2004,2004,2004,0,
HICKMAN,03 1 EAST CC,03-1 East CC,2004,2004,2004,0,
HICKMAN,04 1 LAKE BENSON,04-1 Lake Benson,2004,2004,2004,0,
HICKMAN,05 1 MT PLEASANT,05-1 Mt. Pleasant,2004,2004,2004,0,
HICKMAN,05 2 MIDDLE SCHOOL,05-2 Middle School,2004,2004,2004,0,
HICKMAN,05 3 SHADY GROVE,05-3 Shady Grove,2004,2004,2004,0,
HICKMAN,05 4 ARMORY,05-4 Armory,2004,2004,2004,0,
HICKMAN,06 1 SENIOR HIGH,06-1 Senior High,2004,2004,2004,0,
HICKMAN,06 2 CENTERVILLE ELE,06-2 Centerville Ele,2004,2004,2004,0,
HICKMAN,07 1 COBLE,07-1 Coble,2004,2004,2004,0,
HICKMAN,07 2 PLEASANTVILLE,07-2 Pleasantville,2004,2004,2004,0,
HICKMAN,07 3 BRUSHY,07-3 Brushy,2004,2004,2004,0,
HICKMAN,07 4 ARMORY,07-4 Armory,2004,2004,2004,0,
HICKMAN,1 1 NUNNELLY,1-1 Nunnelly,2014;2016;2018;2020;2022;2024,2014,2024,1,0001
HICKMAN,1 1 ONLY,1-1 Only,2006;2008;2010;2012,2006,2012,0,
HICKMAN,1 2 NUNNELLY,1-2 Nunnelly,2006;2008;2010,2006,2010,0,
HICKMAN,1 2 PINEWOOD,1-2 Pinewood,2012;2014;2016;2018;2020;2022;2024,2012,2024,1,0002
HICKMAN,1 3 PINEWOOD,1-3 Pinewood,2006;2008;2010,2006,2010,0,
HICKMAN,2 1 PINEWOOD,2-1 Pinewood,2006,2006,2006,0,
HICKMAN,2 1 PINEWOOD II,2-1 Pinewood II,2008;2010,2008,2010,0,
HICKMAN,2 2 FAIRFIELD,2-2 Fairfield,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0003
HICKMAN,2 3 EAST BANK,2-3 East Bank,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0004
HICKMAN,3 1 EAST CC,3-1 East CC,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0005
HICKMAN,4 1 LAKE BENSON,4-1 Lake Benson,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0006
HICKMAN,5 1 MT PLEASANT,5-1 Mt. Pleasant,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0007
HICKMAN,5 2 MIDDLE SCHOOL,5-2 Middle School,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0008
HICKMAN,5 3 SHADY GROVE,5-3 Shady Grove,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0009
HICKMAN,5 4 ARMORY,5-4 Armory,2006;2008;2010,2006,2010,0,
HICKMAN,6 1 JUSTICE CENTER,6-1 Justice Center,2012;2014;2016;2018;2020;2022;2024,2012,2024,1,0010
HICKMAN,6 1 SENIOR HIGH,6-1 Senior High,2006;2008;2010,2006,2010,0,
HICKMAN,6 2 CENTERVILLE ELE,6-2 Centerville Ele,2006;2008,2006,2008,0,
HICKMAN,6 2 CENTERVILLE ES,6-2 Centerville ES,2010,2010,2010,0,
HICKMAN,7 1 COBLE,7-1 Coble,2006;2008;2010,2006,2010,0,
HICKMAN,7 1 NUNNELLY,7-1 Nunnelly,2012;2014;2016;2018;2020;2022;2024,2012,2024,1,0011
HICKMAN,7 2 PLEASANTVILLE,7-2 Pleasantville,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0012
HICKMAN,7 3 BRUSHY,7-3 Brushy,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0013
HICKMAN,7 4 ARMORY,7-4 Armory,2006;2008;2010,2006,2010,0,
HICKMAN,7 4 COBLE,7-4 Coble,2014;2016;2018;2020;2022;2024,2014,2024,1,0014
HICKMAN,ABSENTEE,ABSENTEE,2004,2004,2004,0,
HICKMAN,EARLY,EARLY,2004,2004,2004,0,
HOUSTON,1 STEWART CC,1 Stewart CC,2004;2006,2004,2006,0,
HOUSTON,2 ARMORY,2 Armory,2004;2006,2004,2006,0,
HOUSTON,3 ERIN CITY HALL,3 Erin City Hall,2004;2006,2004,2006,0,
HOUSTON,4 SENIOR CITIZ BLDG,4 Senior Citiz Bldg,2004;2006,2004,2006,0,
HOUSTON,5 ERIN ELEMENTARY,5 Erin Elementary,2004;2006,2004,2006,0,
HOUSTON,6 MIDDLE SCHOOL,6 Middle School,2004;2006,2004,2006,0,
HOUSTON,7 COUNTY GARAGE,7 County Garage,2004;2006,2004,2006,0,
HOUSTON,ARLINGTON,Arlington,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0004
HOUSTON,ERIN,Erin,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0003
HOUSTON,ERIN CITY HALL,Erin City Hall,2008,2008,2008,0,
HOUSTON,ERIN ELEM SCHOOL,Erin Elem School,2008,2008,2008,0,
HOUSTON,ERIN ELEMENTARY,Erin Elementary,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0005
HOUSTON,GRIFFINS CHAPEL,Griffins Chapel,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0007
HOUSTON,HOUSTON CO GARAGE,Houston Co Garage,2008,2008,2008,0,
HOUSTON,HOUSTON CO MID SCH,Houston Co Mid Sch,2008,2008,2008,0,
HOUSTON,HOUSTON CO MIDDLE,Houston Co Middle,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0006
HOUSTON,NAT GUARD ARMORY,Nat Guard Armory,2008,2008,2008,0,
HOUSTON,SENIOR CITIZENS BLDG,Senior Citizens Bldg,2008,2008,2008,0,
HOUSTON,STEWART,Stewart,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0001
HOUSTON,STEWART CC,Stewart CC,2008,2008,2008,0,
HOUSTON,TENNESSEE RIDGE,Tennessee Ridge,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0002
HOUSTON,Z ABSENTEE,z-ABSENTEE,2004,2004,2004,0,
HOUSTON,Z EARLY,z-EARLY,2004,2004,2004,0,
HUMPHREYS,1 1 CITY HALL,1-1 City Hall,2004,2004,2004,0,
HUMPHREYS,1 1 FOUR SEASONS,1-1 Four Seasons,2006;2008,2006,2008,0,
HUMPHREYS,1 1 JERA,1-1 Jera,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0001
HUMPHREYS,1 2 ARMORY,1-2 Armory,2004;2006;2008;2010,2004,2010,0,
HUMPHREYS,1 2 COMPASSION CHURCH,1-2 Compassion Church,2016;2018;2020;2022;2024,2016,2024,1,0002
HUMPHREYS,1 2 FWOC,1-2 FWOC,2012;2014,2012,2014,0,
HUMPHREYS,2 3 JUNIOR HIGH SCH,2-3 Junior High Sch,2004;2006;2008,2004,2008,0,
HUMPHREYS,2 3 WFCN,2-3 WFCN,2010;2012;2014;2016;2018,2010,2018,0,
HUMPHREYS,2 3 WFS,2-3 WFS,2020;2022;2024,2020,2024,1,0003
HUMPHREYS,3 4 MLEC,3-4 MLEC,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0004
HUMPHREYS,4 5 FUMC,4-5 FUMC,2008;2010;2012;2014,2008,2014,0,
HUMPHREYS,4 5 LAKEVIEW,4-5 Lakeview,2004;2006,2004,2006,0,
HUMPHREYS,4 5 NJMC,4-5 NJMC,2016;2018;2020;2022,2016,2022,0,
HUMPHREYS,4 5 WOODLAND,4-5 Woodland,2024,2024,2024,1,0005
HUMPHREYS,5 6 AG CENTER,5-6 Ag Center,2004;2006;2008;2010,2004,2010,0,
HUMPHREYS,5 6 WILDWOOD,5-6 Wildwood,2012;2014;2016;2018;2020;2022;2024,2012,2024,1,0006
HUMPHREYS,5 7 BUFFALO,5-7 Buffalo,2004;2006;2008;2010,2004,2010,0,
HUMPHREYS,6 7 SOUTH MCEWEN,6-7 South McEwen,2012;2014;2016;2018;2020;2022;2024,2012,2024,1,0007
HUMPHREYS,6 8 SOUTH MCEWEN,6-8 South McEwen,2004;2006;2008;2010,2004,2010,0,
HUMPHREYS,7 8 NORTH MCEWEN,7-8 North McEwen,2012;2014;2016;2018;2020;2022;2024,2012,2024,1,0008
HUMPHREYS,7 9 NORTH MCEWEN,7-9 North McEwen,2004;2006;2008;2010,2004,2010,0,
HUMPHREYS,ABSENTEE,ABSENTEE,2004,2004,2004,0,
HUMPHREYS,EARLY,EARLY,2004,2004,2004,0,
JACKSON,1 1,1-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0001
JACKSON,1 2,1-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0002
JACKSON,1 3,1-3,2006;2008;2010,2006,2010,0,
JACKSON,1 APR,1-Apr,2004,2004,2004,0,
JACKSON,1 FEB,1-Feb,2004,2004,2004,0,
JACKSON,1 JAN,1-Jan,2004,2004,2004,0,
JACKSON,1 JUN,1-Jun,2004,2004,2004,0,
JACKSON,1 MAR,1-Mar,2004,2004,2004,0,
JACKSON,1 MAY,1-May,2004,2004,2004,0,
JACKSON,2 1,2-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0003
JACKSON,2 2,2-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0004
JACKSON,2 APR,2-Apr,2004,2004,2004,0,
JACKSON,2 FEB,2-Feb,2004,2004,2004,0,
JACKSON,2 JAN,2-Jan,2004,2004,2004,0,
JACKSON,2 JUN,2-Jun,2004,2004,2004,0,
JACKSON,2 MAR,2-Mar,2004,2004,2004,0,
JACKSON,2 MAY,2-May,2004,2004,2004,0,
JACKSON,3 1,3-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0005
JACKSON,3 2,3-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0006
JACKSON,3 APR,3-Apr,2004,2004,2004,0,
JACKSON,3 JAN,3-Jan,2004,2004,2004,0,
JACKSON,3 JUN,3-Jun,2004,2004,2004,0,
JACKSON,3 MAY,3-May,2004,2004,2004,0,
JACKSON,4 1,4-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0007
JACKSON,4 2,4-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0008
JACKSON,4 3,4-3,2006;2008;2010,2006,2010,0,
JACKSON,4 JUN,4-Jun,2004,2004,2004,0,
JACKSON,44562,44562,2022,2022,2022,0,
JACKSON,44563,44563,2022,2022,2022,0,
JACKSON,44593,44593,2022,2022,2022,0,
JACKSON,44594,44594,2022,2022,2022,0,
JACKSON,44621,44621,2022,2022,2022,0,
JACKSON,44622,44622,2022,2022,2022,0,
JACKSON,44652,44652,2022,2022,2022,0,
JACKSON,44653,44653,2022,2022,2022,0,
JACKSON,44682,44682,2022,2022,2022,0,
JACKSON,44683,44683,2022,2022,2022,0,
JACKSON,44684,44684,2022,2022,2022,0,
JACKSON,44713,44713,2022,2022,2022,0,
JACKSON,44714,44714,2022,2022,2022,0,
JACKSON,5 1,5-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0009
JACKSON,5 2,5-2,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0010
JACKSON,5 3,5-3,2006;2008;2010;2024,2006,2024,1,0011
JACKSON,6 1,6-1,2006;2008;2010;2012;2014;2016;2018;2020;2024,2006,2024,1,0012
JACKSON,6 2,6-2,2006;2008;2012;2014;2016;2018;2020;2024,2006,2024,1,0013
JACKSON,6 3,6-3,2006;2008;2010,2006,2010,0,
JACKSON,6 4,6-4,2006;2008;2010,2006,2010,0,
JACKSON,ABSENTEE,ABSENTEE,2004;2006;2010;2012;2014,2004,2014,0,
JACKSON,EARLY,EARLY,2004,2004,2004,0,
JACKSON,EARLY VOTING,Early Voting,2008,2008,2008,0,
JACKSON,EARLY VOTING WRITE INS,Early Voting - Write-Ins,2016,2016,2016,0,
JEFFERSON,01 DANDRIDGE ELEM,01 Dandridge Elem,2004,2004,2004,0,
JEFFERSON,02 PIEDMONT,02 Piedmont,2004,2004,2004,0,
JEFFERSON,03 WHITE PINE SCHOOL,03 White Pine School,2004,2004,2004,0,
JEFFERSON,04 JEFFERSON ELEM,04 Jefferson Elem,2004,2004,2004,0,
JEFFERSON,05 JEFFERSON MIDDLE,05 Jefferson Middle,2004,2004,2004,0,
JEFFERSON,06 RUSH STRONG SCH,06 Rush Strong Sch,2004,2004,2004,0,
JEFFERSON,07 NEW MARKET CITY,07 New Market City,2004,2004,2004,0,
JEFFERSON,08 CHESTNUT HILL SCH,08 Chestnut Hill Sch,2004,2004,2004,0,
JEFFERSON,08 OLD SWANNSYLVANIA,08 Old Swannsylvania,2004,2004,2004,0,
JEFFERSON,09 TALBOTT SCHOOL,09 Talbott School,2004,2004,2004,0,
JEFFERSON,1 DANDRIDGE ELEM,1 Dandridge Elem,2006;2008;2010;2012,2006,2012,0,
JEFFERSON,1 DANDRIDGE ES,1 Dandridge ES,2014;2016;2018;2020;2022;2024,2014,2024,1,0001
